index,title,link,ww_points,image,calories,summary,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Key11,Key12,Key13
15,Air Fryer Turkey Meatloaf,https://www.skinnytaste.com/air-fryer-turkey-meatloaf/,7,https://www.skinnytaste.com/wp-content/uploads/2024/05/Air-Fryer-Turkey-Meatloaf-7-260x390.jpg,252,"You can’t beat the ease and convenience of air fryer turkey meatloaf—it’s perfectly moist and cooks in half the time, making it a game changer for weeknight dinners!",DF,GF,AF,FM,,HP,,,MP,Q,,,
16,Strawberry Rhubarb Crisp,https://www.skinnytaste.com/strawberry-rhubarb-crisp/,9,https://www.skinnytaste.com/wp-content/uploads/2012/05/Strawberry-Rhubarb-Crisp-20-1-260x390.jpg,219,"Warm strawberry rhubarb crisp with a dollop of whipped cream might just be the best easy spring dessert! Tart rhubarb and sweet strawberries are the perfect combination, especially with a cinnamon-spiced oat topping.",,GF,,,,,,,,,,,
17,Green Curry Noodles,https://www.skinnytaste.com/green-curry-noodles/,9,https://www.skinnytaste.com/wp-content/uploads/2024/04/Green-Curry-Noodles-9-260x390.jpg,346,"This simple Thai-inspired Green Curry Noodle recipe uses a creamy coconut sauce with tofu, Thai green curry paste, and vegetables. It’s vegan, gluten-free and anti-inflammatory.",DF,GF,,,,HP,,,,,V,,
18,Green Goddess Potato Salad,https://www.skinnytaste.com/green-goddess-potato-salad/,3,https://www.skinnytaste.com/wp-content/uploads/2024/04/Green-Goddess-Potato-Salad-7-1-260x390.jpg,141,"Green Goddess Potato Salad made with red potatoes, scallions, capers, radishes, marinated artichokes in a creamy, green goddess dressing.",,GF,,,,,,,,,V,,
19,18 Easy Taco Recipes,https://www.skinnytaste.com/18-easy-taco-recipes/, ,https://www.skinnytaste.com/wp-content/uploads/2024/04/Easy-Taco-Recipes-260x390.png, ,"Turn every night into taco night with these easy taco recipes! I’ve rounded up my favorite healthy taco ideas featuring fresh, flavorful ingredients whether you’re craving chicken tacos, fish tacos, vegetarian tacos, and more.",,,,,,,KF,,,,,,
20,Baked Steelhead Trout,https://www.skinnytaste.com/baked-steelhead-trout/,1,https://www.skinnytaste.com/wp-content/uploads/2024/04/Baked-Steelhead-Trout-7-260x390.jpg,242,"This easy Baked Steelhead Trout recipe is quick, flavorful, and delicious! It’s roasted with lemons, lemon zest, and capers.",DF,GF,,,,HP,,LC,,,,,
1,Almond Cake,https://www.skinnytaste.com/5-ingredient-almond-cake-with-fresh/,6,https://www.skinnytaste.com/wp-content/uploads/2015/05/Almond-Cake-19-260x390.jpg,179,"The best flour-less almond cake recipe ever! It’s gluten-free, with a fantastic light texture, and it doesn’t even need any oil or butter. Best of all, you only need 5 ingredients to make it!",DF,GF,,,,,KF,,,,V,,
2,Chicken Saltimbocca,https://www.skinnytaste.com/lighter-chicken-saltimbocca/,3,https://www.skinnytaste.com/wp-content/uploads/2010/05/Lighter-Chicken-Saltimbocca-6-2-260x390.jpg,155.2,Chicken Saltimbocca is made with pounded chicken breasts stuffed with prosciutto and sage in a light white wine sauce.,,GF,,FM,,HP,,LC,,Q,,,
3,Italian Shrimp Salad,https://www.skinnytaste.com/italian-shrimp-salad/,4,https://www.skinnytaste.com/wp-content/uploads/2024/04/Italian-Shrimp-Salad-6-260x390.jpg,198,"This garlicky Italian Shrimp Salad recipe is loaded with shrimp, celery, and a mix of bold Italian olives, all brightened with a lemony dressing.",DF,,,,,HP,,LC,MP,Q,,W,
4,Cream of Asparagus Soup,https://www.skinnytaste.com/cream-of-asparagus-soup-2/,1,https://www.skinnytaste.com/wp-content/uploads/2016/02/creamyasparagussoup-260x390.jpg,81,"I LOVE cream of asparagus soup, it’s pure comfort in a bowl and so simple to make. This recipe is made with just 5 ingredients, not counting salt and pepper and is ready under 25 minutes!",,GF,,,,,KF,LC,,Q,V,,
5,Ground Turkey Tacos,https://www.skinnytaste.com/ground-turkey-tacos/,11,https://www.skinnytaste.com/wp-content/uploads/2024/04/Ground-Turkey-Tacos-13-260x390.jpg,399,"The BEST Ground Turkey Tacos from scratch for a healthy, quick and easy taco dinner the whole family will love!",,,,,HF,,KF,,MP,,,,
6,Braised Brisket with Potatoes and Carrots,https://www.skinnytaste.com/braised-brisket-with-potatoes-and/,11,https://www.skinnytaste.com/wp-content/uploads/2012/04/Braised-Brisket-with-Potatoes-and-Carrots-260x390.jpg,293,"This is the BEST Braised Brisket recipe slow cooked in the oven with potatoes, carrots, and onions. It comes out incredibly tender and flavorful for a Passover or Hanukkah meal, or any occasion.",DF,GF,,,,,KF,,,,,,
7,Protein Waffles,https://www.skinnytaste.com/high-protein-oat-waffles/,3,https://www.skinnytaste.com/wp-content/uploads/2021/03/Protein-Waffles-1-1-260x390.jpg,121,"These high protein waffles are made with cottage cheese, oat flour and eggs. So good you’ll never make them any other way!",,GF,,,,HP,KF,,,Q,V,,
8,Pad Thai,https://www.skinnytaste.com/shrimp-pad-thai-on-lighter-side/,9,https://www.skinnytaste.com/wp-content/uploads/2012/06/Shrimp-Pad-Thai-on-the-Lighter-Side-10-260x390.jpg,420,"Who needs takeout when this easy Pad Thai recipe is ready in just 25 minutes? My lightened up version has that signature sweet-and-tangy flavor, along with rice noodles, bean sprouts, tender shrimp, and scrambled eggs. Customize it with your favorite protein!",DF,GF,,,,,KF,,,Q,,,
9,Chicken Pasta Primavera,https://www.skinnytaste.com/chicken-pasta-primavera/,7,https://www.skinnytaste.com/wp-content/uploads/2024/03/Chicken-Pasta-Primavera-14-260x390.jpg,369,"One-Pot, Creamy Chicken Pasta Primavera made with lean chicken breast, spring veggies, and a light cream sauce. A delicious, high-protein dinner idea!",,GF,,FM,HF,HP,,,,,,,
10,Turmeric Garlic Shrimp with Cabbage-Mango Slaw,https://www.skinnytaste.com/turmeric-garlic-shrimp-with-cabbage/,2,https://www.skinnytaste.com/wp-content/uploads/2015/05/TurmericGarlicShrimpwithCabbageMangoSlaw-260x390.jpg,228,"Tons of flavor in this quick, anti-inflammatory turmeric garlic shrimp dish! The perfect balance of flavors – ready in under 30 minutes.",DF,GF,,,,HP,,LC,,Q,,W,
11,Grilled Salmon Bruschetta with Avocado,https://www.skinnytaste.com/grilled-salmon-with-avocado-bruschetta/,3,https://www.skinnytaste.com/wp-content/uploads/2022/07/Grilled-Salmon-Bruschetta-6-260x390.jpg,340.5,"Grilled Salmon Bruschetta with Avocado is my go-to summer recipe, it’s so easy, fresh and flavorful, a must try!",,GF,,,,HP,,LC,,Q,,W,
12,15 Easy Chickpea Recipes,https://www.skinnytaste.com/easy-chickpea-recipes/, ,https://www.skinnytaste.com/wp-content/uploads/2023/12/Chickpea-Recipes-260x390.jpg, ,"Looking for the best ways to use chickpeas? From falafel and hummus to salads and sheet pan dinners, these 15 Easy Chickpea Recipes will make dinner planning a breeze!",,,,,,,,,,,,,
13,Chicken Marbella,https://www.skinnytaste.com/chicken-marbella/,8,https://www.skinnytaste.com/wp-content/uploads/2024/04/Chicken-Marbella-5-260x390.jpg,323,"You’ll love this faster and lighter Chicken Marbella. Chicken thighs are cooked on the stove-top with prunes, Spanish olives, capers, garlic and oregano for a flavorful and easy Mediterranean-style dish!",DF,GF,,,,HP,,,,,,,
14,One Pot Chicken and Orzo,https://www.skinnytaste.com/one-pot-chicken-and-orzo/,11,https://www.skinnytaste.com/wp-content/uploads/2024/04/One-Pot-Chicken-and-Orzo-9-260x390.jpg,425,"In this One-Pot Chicken and Orzo recipe, crispy chicken thighs cook right on top of the orzo in a garlicky tomato sauce with basil. It’s simple to make, serve it straight from the oven with your favorite side salad.",,,,,,HP,,,,,,,
15,Arugula Salad,https://www.skinnytaste.com/arugula-salad/,3,https://www.skinnytaste.com/wp-content/uploads/2024/04/Arugula-Salad-3-260x390.jpg,96,"Baby arugula salad is my go-to when I need a quick side salad recipe for fish, steak, chicken, or pork chops!",,GF,,,,,,LC,,Q,V,,
16,Roasted Asparagus,https://www.skinnytaste.com/roasted-asparagus-0-pts/,0,https://www.skinnytaste.com/wp-content/uploads/2018/04/Roasted-Asparagus-1-4-260x390.jpg,26,"This quick and easy recipe for oven-roasted asparagus is the perfect spring side dish. This basic recipe can be seasoned many different ways—add lemon juice, garlic, or shaved Parmesan for variations.",DF,GF,,,,,,LC,,Q,V,W,
17,Italian Sub Salad,https://www.skinnytaste.com/italian-sub-salad/,8,https://www.skinnytaste.com/wp-content/uploads/2024/03/Italian-Sub-Salad-6-260x390.jpg,298,"Skip the bread and enjoy a bowl of this healthy Italian Sub Salad with salami, cold cuts and cheese, which takes the indulgence of an Italian hero served as a low-carb salad instead.",,,,,,HP,,,MP,Q,,,
18,Lemon-Coconut Almond Cake,https://www.skinnytaste.com/lemon-coconut-almond-cake/,7,https://www.skinnytaste.com/wp-content/uploads/2024/03/Coconut-Lemon-Almond-Cake-10-260x390.jpg,198,This moist Lemon-Coconut Almond Flour Cake is not just a treat for those following a gluten-free or dairy-free diet but a delightful dessert everyone will love. The perfect cake for any occasion!,DF,GF,,,,,,,,,V,,
19,Baked Honey-Mustard Ham,https://www.skinnytaste.com/baked-honey-mustard-ham/,3,https://www.skinnytaste.com/wp-content/uploads/2024/03/Honey-Mustard-Ham-10-260x390.jpg,106,"This easy, 4-ingredient Honey-Mustard Ham recipe is made with honey, Dijon mustard, and a touch of brown sugar on a baked spiral ham.",DF,GF,,,,,,LC,,,,,
20,The Best Amazon Big Spring Sale Deals Still Available,https://www.skinnytaste.com/amazon-big-spring-sale-deals/, ,https://www.skinnytaste.com/wp-content/uploads/2024/03/30-Incredible-Mothers-Day-Gifts-Shell-Absolutely-Love-260x390.png, ,"Amazon is known for its big Prime Day sale in the summer, but when it announced its Big Spring Sale, I knew it was a great chance to shop for Spring cleaning and organizing essentials at a great price. The spring Prime Day sale runs from Wednesday, March 20 to Monday, March 25, which gives you five whole days to shop. This massive, site-wide sale even has some deals on my favorite kitchen products, including air fryers, meat thermometers, cookware, and so much more.",,,,,,,,,,,,,
1,Lemon Poppy Seed Cupcakes,https://www.skinnytaste.com/lemon-poppy-seed-cupcakes/,6,https://www.skinnytaste.com/wp-content/uploads/2024/03/Lemon-Poppyseed-Cupcakes-22-260x390.jpg,152,"Lemon Poppy Seed Cupcakes are a delightful dessert that combines the zesty, fresh flavor of lemon with the subtle, nutty taste of poppy seeds.",,,,,,,,,,,V,,
2,Deviled Eggs,https://www.skinnytaste.com/deviled-eggs/,0,https://www.skinnytaste.com/wp-content/uploads/2018/11/Instant-Pot-Hard-Boiled-Eggs-Finals-6-260x390.jpg,96.8,"Made with mayo, dijon mustard, and paprika, these Classic Deviled Eggs are an easy and flavorful side dish or appetizer. They’re perfect for holidays like Easter, summer gatherings, and packed lunches, and they can store well too!",DF,GF,,,,,KF,LC,,Q,V,,
3,Risotto Primavera,https://www.skinnytaste.com/risotto-primavera/,10,https://www.skinnytaste.com/wp-content/uploads/2024/03/Risotto-Primavera-8-260x390.jpg,303,"This Risotto Primavera recipe showcases the freshness and variety of spring in a bowl loaded with asparagus, peas, zucchini, and cherry tomatoes.",,,,,,,,,,,V,,
4,Honey Baked Spiral Ham,https://www.skinnytaste.com/honey-baked-spiral-ham/,6,https://www.skinnytaste.com/wp-content/uploads/2010/03/Honey-Baked-Spiral-Ham-8-260x390.jpg,135,"Baked spiral ham with a simple homemade glaze made with fresh orange juice, pineapple juice, honey, Dijon mustard, and a touch of brown sugar is the perfect holiday dish!",DF,GF,,,,,KF,LC,,,,,
5,Crustless Quiche,https://www.skinnytaste.com/crustless-ham-and-cheese-quiche/,5,https://www.skinnytaste.com/wp-content/uploads/2019/04/crustless-quiche-5-260x390.jpg,215,"This low-carb Crustless Quiche is light and delicious, perfect for breakfast or brunch (or even a light dinner)! Made with leftover ham or ham steak, broccoli and cheese.",,GF,,,,,KF,LC,,Q,,,
6,Spanish Tortilla with Pimenton Aioli,https://www.skinnytaste.com/spanish-tortilla-with-pimenton-aioli/,5,https://www.skinnytaste.com/wp-content/uploads/2021/04/Spanish-Tortilla_new-8-260x390.jpg,247,"Spanish Tortilla is a layered potato, onion and egg open-faced omelet. Serve it as an appetizer, or main for breakfast/brunch or a light dinner.",DF,GF,,,,,KF,,MP,,V,,
7,Pea Salad,https://www.skinnytaste.com/pea-salad/,2,https://www.skinnytaste.com/wp-content/uploads/2024/03/Double-Pea-Salad-6-260x390.jpg,89,"This spring, double Pea Salad recipe, made with blanched peas, minced shallot, feta cheese, and a creamy dressing made of more peas, yogurt, mint, and dill is super fresh and very easy!",,GF,,,HF,,,,,Q,V,,
8,Corned Beef Hash,https://www.skinnytaste.com/corned-beef-hash/,4,https://www.skinnytaste.com/wp-content/uploads/2022/03/JX0A9494-260x390.jpg,300,I love Corned Beef Hash with eggs for breakfast or brunch. Adding chopped veggies to the mix makes it even healthier!,DF,GF,,,,,,,,Q,,,
9,The 5 Best Blenders for Smoothies of 2024,https://www.skinnytaste.com/best-blenders-for-smoothies/, ,https://www.skinnytaste.com/wp-content/uploads/2020/03/Green-Apple-Lemon-Cucumber-Ginger-Smoothie-3-260x390.jpg, ,"I absolutely love smoothies — they’re quick and easy to make, loaded with healthy ingredients, and my daughters can’t get enough of them! Whether I’m whipping up a Carrot Banana Protein Smoothie for an on-the-go breakfast or an afternoon snack of Green Smoothie Bowls for my family, I couldn’t do it without one of the best blenders for smoothies.",,,,,,,,,,,,,
10,Fish Cakes,https://www.skinnytaste.com/fish-cakes/,6,https://www.skinnytaste.com/wp-content/uploads/2024/03/Air-Fryer-Fish-Cakes-8-260x390.jpg,277,"Crispy fish cakes with roasted pepper sauce can be made with any white fish, canned salmon, or even crab. Bake them or make them in the air fryer!",DF,GF,AF,FM,,HP,KF,,MP,,,,
11,Crispy Butter Beans,https://www.skinnytaste.com/crispy-butter-beans/,3,https://www.skinnytaste.com/wp-content/uploads/2024/03/Crispy-Butter-Beans-with-Green-Sauce-6-260x390.jpg,187,"Crispy Butter Beans are a healthy, high-fiber snack or appetizer made with a fresh and bright lemon-herb green sauce for dipping. They are so good, even my kids love them!",DF,,AF,,HF,,,,,Q,V,,
12,Green Shakshuka,https://www.skinnytaste.com/green-shakshuka/,2,https://www.skinnytaste.com/wp-content/uploads/2024/02/spring-shakshuka-8-260x390.jpg,291,"This spring Green Shakshuka is a veggie-packed twist on the classic egg dish perfect to enjoy with crusty bread for breakfast/brunch, lunch or dinner.",,GF,,,HF,,,,,Q,V,,
13,The 4 Best Wood Cutting Boards of 2024,https://www.skinnytaste.com/best-wood-cutting-boards/, ,https://www.skinnytaste.com/wp-content/uploads/2024/02/Sonder-Los-Angeles-End-Grain-Walnut-Wood-Cutting-Board-260x390.jpg, ,"Whether I’m chopping ingredients or putting together a charcuterie board, I always reach for one of the best wood cutting boards. A good-quality cutting board is essential in every kitchen, and not only are wooden cutting boards more sustainable than plastic ones, but they’re also much more durable and sturdy, making it easy to prep all sorts of ingredients as you cook. I also love that they double as attractive serving trays when you’re hosting. ",,,,,,,,,,,,,
14,Whole Wheat Irish Soda Bread Muffins,https://www.skinnytaste.com/whole-wheat-irish-soda-bread-muffins/,6,https://www.skinnytaste.com/wp-content/uploads/2014/03/Irish-Soda-Bread-Muffins-260x390.jpg,147,"These Whole Wheat Irish Soda Bread Muffins are the perfect start to a lazy, cold March Sunday morning. Speckled with raisins, they are sweet and perfect to enjoy with a hot cup of tea.",,,,,,,KF,,,,V,,
15,Avocado Egg Salad,https://www.skinnytaste.com/avocado-egg-salad/,2,https://www.skinnytaste.com/wp-content/uploads/2012/04/Avocado-Egg-Salad-4-260x390.jpg,155,"This avocado egg salad uses half the egg yolks and adds lots of healthy fats from avocado. An easy healthy, high protein lunch!",DF,GF,,,,,,LC,,Q,V,W,
16,Slow Cooker Chicken and Lentil Soup,https://www.skinnytaste.com/slow-cooker-chicken-and-lentil-soup/,2,https://www.skinnytaste.com/wp-content/uploads/2024/02/Slow-Cooker-Chicken-and-Lentil-Soup-4-260x390.jpg,350,"This healthy Slow Cooker Chicken and Lentil Soup is an easy slow cooker dump recipe. There’s no need to sauté anything, and it tastes delicious!",DF,GF,,FM,HF,HP,,,MP,,,,SC
17,Crock Pot Corned Beef and Cabbage,https://www.skinnytaste.com/crock-pot-corned-beef-and-cabbage/,8,https://www.skinnytaste.com/wp-content/uploads/2018/03/Crock-Pot-Corned-Beef-and-Cabbage-2-260x390.jpg,294.5,The crockpot is the easiest way to make Corned Beef and Cabbage! Slow cooking the beef makes it melt in your mouth.,,GF,,,HF,,,,,,,,SC
18,Bloody Mary Deviled Eggs,https://www.skinnytaste.com/bloody-mary-deviled-eggs/,1,https://www.skinnytaste.com/wp-content/uploads/2024/03/Bloody-Mary-Deviled-Eggs-4-260x390.jpg,113,"Bloody Mary Deviled Eggs with bacon, cornichons, Old Bay seasoning and celery are a fun twist on classic deviled eggs.",DF,GF,,,,HP,,LC,,,,,
19,Shrimp Stir Fry,https://www.skinnytaste.com/shrimp-stir-fry/,6,https://www.skinnytaste.com/wp-content/uploads/2024/02/Shrimp-StirFry-15-1-260x390.jpg,307,"This Shrimp Stir Fry recipe, with juicy shrimp, asparagus, and red bell peppers makes a quick, easy, and healthy dinner for any night of the week. Ready in less than 20 minutes!",DF,GF,,,,HP,,,,Q,,,
